,website,date,city,STATE,category of place,Nazi Reference,target,location,place,"('latitude', 'longitude')"
1006,https://dailyvoice.com/new-york/armonk/news/swastika-found-carved-in-bathroom-at-westchester-high-school/775878/,2019-09-12,Scarsdale,NY,K-12,No,,"Scarsdale, NY","Scarsdale, Westchester County, New York, 10583, United States of America","(40.9690798, -73.7635316)"
1007,https://www.westport-news.com/news/article/Swastikas-found-at-Staples-High-School-14436877.php,2019-09-12,Westport,CT,K-12,No,,"Westport, CT","Westport, Fairfield County, Connecticut, 06880, United States of America","(41.1414855, -73.3578955)"
1008,https://www.cnn.com/2019/09/13/politics/dhs-swastika-investigation/index.html,2019-09-13,Washington,DC,government property,No,,"Washington, DC","Washington, District of Columbia, United States of America","(38.8949549, -77.0366456)"
1009,https://www.seattletimes.com/seattle-news/teens-arrested-in-mercer-island-swastika-graffiti-spree/,2019-09-14,Mercer Island,WA,K-12,No,,"Mercer Island, WA","Mercer Island, King County, Washington, 98040, United States of America","(47.5766324, -122.2276378)"
1010,https://tuftsdaily.com/news/2019/09/18/monaco-tufts-jewish-leaders-lipstadt-respond-swastika-posted-students-door/,2019-09-15,Medford,MA,college,No,Jewish Community,"Medford, MA","Medford, Middlesex County, Massachusetts, 02155, United States of America","(42.4184296, -71.1061639)"
1011,https://darienite.com/another-swastika-found-at-middlesex-school-assembly-on-diversity-and-name-calling-announced-49470,2019-09-16,Darian,CT,K-12,No,,"Darian, CT","Darian, 25, Strada Nicolae Cristea, Mărăști, Cluj-Napoca, Cluj, 400184, România","(46.7785124, 23.5997934)"
1012,https://collegian.com/2019/09/category-news-swastika-drawing-found-on-wall-in-aggie-village/,2019-09-18,Fort Collins,CO,college,No,,"Fort Collins, CO","Fort Collins, Larimer County, Colorado, United States of America","(40.5508527, -105.0668085)"
1013,https://dailyvoice.com/new-york/clarkstown/news/swastikas-found-carved-into-starbucks-bathroom-door-in-rockland/775766/,2019-09-18,Nyack ,NY,local business,No,,"Nyack , NY","Nyack, Town of Orangetown, Rockland County, New York, 10960, United States of America","(41.0906519, -73.9179146)"
1014,https://www.wfsb.com/news/student-thought-it-was-funny-to-spray-swastika-with-deodorant-school-official-says/article_64f73268-dafc-11e9-8ae5-c34ba0ecb114.html,2019-09-19,Southington,CT,K-12,No,,"Southington, CT","Southington, Town of Southington, Hartford County, Connecticut, 06489, United States of America","(41.6005435, -72.8782941)"
1015,https://www.jta.org/quick-reads/wisconsin-synagogue-vandalized-with-swastika-and-jude,2019-09-24,Racine,WI,religious institution,No,Jewish Community,"Racine, WI","Racine, Racine County, Wisconsin, United States of America","(42.7260523, -87.7825242)"
1016,https://www.northjersey.com/story/news/bergen/glen-rock/2019/09/26/glen-rock-nj-officials-find-swastikas-middle-school-bathroom/3777095002/,2019-09-26,Glenrock,NJ,K-12,No,,"Glenrock, NJ","Glenrock Drive, Kinnelon, Morris County, New Jersey, 07405, United States of America","(40.968548, -74.375003)"
1017,https://www.dakotanewsnow.com/content/news/Authorities-investigating-after-vandals-paint-swastikas-on-Rock-Valley-bridge-561439521.html,2019-09-26,Rock Valley,IA,public space,No,,"Rock Valley, IA","Rock Valley, Sioux County, Iowa, 51247, United States of America","(43.205241, -96.294843)"
1018,http://westchester.news12.com/story/41109716/students-discover-offensive-graffiti-at-scarsdale-high-school,2019-09-26,Scarsdale,MA,K-12,No,,"Scarsdale, MA","Scarsdale, Westchester County, New York, 10583, United States of America","(40.9690798, -73.7635316)"
1019,https://cambridge.wickedlocal.com/news/20191002/more-swastikas-racist-graffiti-found-inside-cambridge-rindge-bathroom,2019-09-27,Cambridge,MA,K-12,No,,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
1020,https://www.northjersey.com/story/news/bergen/fair-lawn/2019/09/27/swastikas-found-memorial-middle-school-fair-lawn-nj/3792102002/,2019-09-27,Fairlawn,NJ,K-12,No,,"Fairlawn, NJ","Fairlawn Cemetery, Fair Lawn, Bergen County, New Jersey, 07506, United States of America","(40.9465436, -74.1372015022803)"
1021,https://www.mi-reporter.com/news/swastikas-found-on-mercer-island-during-jewish-holiday/,2019-09-29,Mercer Island,WA,park,No,,"Mercer Island, WA","Mercer Island, King County, Washington, 98040, United States of America","(47.5766324, -122.2276378)"
1022,https://www.hngnews.com/milton_courier/article_5e1c6dbf-af57-5275-88e5-f552b57dab6e.html,2019-09-30,Milton,PA,K-12,No,,"Milton, PA","Milton, Northumberland County, Pennsylvania, 17847, United States of America","(41.0177269, -76.853084)"
1023,https://cambridge.wickedlocal.com/news/20191001/swastikas-drawn-in-dust-on-windowsill-at-cambridge-rindge,2019-10-01,Cambridge,MA,K-12,No,,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
1024,https://poststar.com/news/local/man-pleads-guilty-for-spray-painted-swastikas/article_a6c32759-97bb-5ace-a603-e106915c9ed8.html,2019-10-02,Queensbury,NY,religious institution,No,,"Queensbury, NY","Queensbury, Warren County, New York, United States of America","(43.3772932, -73.6131714)"
1025,https://www.facebook.com/events/2420846914793498/,2019-10-03,Pelham,NY,K-12,No,,"Pelham, NY","Pelham, Town of Pelham, Westchester County, New York, United States of America","(40.9098215, -73.8079111)"
1026,https://www.capecodtimes.com/news/20191013/2nd-swastika-incident-confirmed-in-falmouth,2019-10-04,Sandwich,MA,K-12,No,,"Sandwich, MA","Sandwich, Barnstable County, Massachusetts, United States of America","(41.7579043, -70.4968152)"
1027,https://reason.com/2019/10/16/mysterious-swastika-incident-at-yale-law-school/,2019-10-05,New Haven,CT,college,No,,"New Haven, CT","New Haven, New Haven County, Connecticut, United States of America","(41.3082138, -72.9250518)"
1028,https://www.redandblack.com/uganews/update-uga-president-jere-morehead-releases-statement-condemning-swastikas-drawn/article_44e68002-0c7d-11ea-8e1a-3f65d9769be9.html,2019-10-06,Athens,GA,college,No,Jewish Community,"Athens, GA","Athens, Athens - Clarke County, Georgia, GA 30601, United States of America","(33.9550905, -83.3881868)"
1029,https://www.capecodtimes.com/news/20191013/2nd-swastika-incident-confirmed-in-falmouth,2019-10-06,Falmouth,MA,local business,No,,"Falmouth, MA","Falmouth, Barnstable County, Massachusetts, United States of America","(41.5514979, -70.6147519)"
1030,https://www.news-gazette.com/news/local/university-illinois/ui-investigates-antiSemitism-complaints/article_c84f3c70-eb64-11e9-b41f-db8a3d1aaa7f.html,2019-10-07,Champaign,IL,college,No,,"Champaign, IL","Champaign, Champaign County, Illinois, United States of America","(40.1164205, -88.2433829)"
1031,https://abc7chicago.com/nw-side-family-finds-swastika-nazi-painted-on-garage/5604176/,2019-10-08,Chicago,IL,private property,No,Jewish Community,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
1032,https://www.capecodtimes.com/news/20191013/2nd-swastika-incident-confirmed-in-falmouth,2019-10-10,Falmouth,MA,religious institution,No,Jewish Community,"Falmouth, MA","Falmouth, Barnstable County, Massachusetts, United States of America","(41.5514979, -70.6147519)"
1033,https://www.lohud.com/story/news/local/westchester/pleasantville/2019/10/11/swastika-found-pleasantville-high-school/3941560002/,2019-10-10,Mount Pleasant,NY,K-12,No,,"Mount Pleasant, NY","Mount Pleasant, Town of Mount Pleasant, Westchester County, New York, 10532, United States of America","(41.0962975, -73.7934355)"
1034,https://www.news-gazette.com/news/local/university-illinois/two-more-swastikas-found-on-ui-campus/article_834ae344-eebc-11e9-9fd5-937fab5fb8b2.html,2019-10-11,Champaign,IL,college,No,,"Champaign, IL","Champaign, Champaign County, Illinois, United States of America","(40.1164205, -88.2433829)"
1035,https://www.rgj.com/story/news/2019/10/11/university-nevada-reno-swastika-nazi-graffiti-stairwell/3944317002/,2019-10-11,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1036,https://www.news-gazette.com/news/local/university-illinois/two-more-swastikas-found-on-ui-campus/article_834ae344-eebc-11e9-9fd5-937fab5fb8b2.html,2019-10-11,Urbana,IL,college,No,,"Urbana, IL","Urbana, Champaign County, Illinois, United States of America","(40.1117174, -88.207301)"
1037,https://www.theexaminernews.com/man-wearing-hat-with-swastika-asked-to-leave-popular-restaurant/,2019-10-11,White Plains,NY,local business,No,,"White Plains, NY","White Plains, Westchester County, New York, United States of America","(41.0339862, -73.7629097)"
1038,https://www.azfamily.com/news/swastika-found-painted-on-sidewalk-in-scottsdale-greenbelt/article_a0ac7486-f090-11e9-9290-bf0b02a07beb.html,2019-10-13,Scottsdale,AZ,public space,No,,"Scottsdale, AZ","Scottsdale, Maricopa County, Arizona, United States of America","(33.5091215, -111.8992365)"
1039,https://www.trentonian.com/news/trenton-church-homes-hit-with-demonic-anti-gay-graffiti-nazi-swastika/article_64942ee2-eeb7-11e9-874c-734ff23c3baf.html,2019-10-14,Trenton,NJ,private property,No,LGBTQ,"Trenton, NJ","Trenton, Mercer County, New Jersey, United States of America","(40.2170575, -74.7429463)"
1040,https://www.greenvilleonline.com/story/news/2019/10/17/furman-university-greenville-sc-dorm-doors-found-swastikas-sexually-explicit-graffiti/4006994002/,2019-10-15,Greenville,SC,college,No,,"Greenville, SC","Greenville, Greenville County, South Carolina, United States of America","(34.851354, -82.3984882)"
1041,https://www.unr.edu/bias-reporting/summary,2019-10-17,Reno,NV,college,No,Black American Community,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1042,https://www.reviewjournal.com/crime/swastika-spray-painted-on-las-vegas-historic-westside-church-1873597/,2019-10-18,Las Vegas,NV,religious institution,No,,"Las Vegas, NV","Las Vegas, Clark County, Nevada, United States of America","(36.1662859, -115.149225)"
1043,https://www.desertsun.com/story/opinion/2019/10/23/jewish-community-foundation-condemns-palm-springs-swastika-incident/4064675002/,2019-10-19,Palm Springs,CA,local business,No,Jewish Community,"Palm Springs, CA","Palm Springs, Dunn Road, Palm Springs, Riverside County, California, CA 92234, United States of America","(33.77217945, -116.495297697851)"
1044,https://www.darientimes.com/news/article/Another-swastika-found-on-a-desk-at-Middlesex-14552521.php,2019-10-21,Darian,CT,K-12,No,,"Darian, CT","Darian, 25, Strada Nicolae Cristea, Mărăști, Cluj-Napoca, Cluj, 400184, România","(46.7785124, 23.5997934)"
1045,https://jocoreport.com/swastika-discovered-in-rural-harnett-county/,2019-10-21,Fuquay Varina,NC,public space,No,,"Fuquay Varina, NC","Fuquay-Varina, Wake County, North Carolina, 27526, United States of America","(35.5844285, -78.7999818)"
1046,https://www.brandonsun.com/local/swastika-painted-oneast-end-home-563677722.html,2019-10-22,Brooklyn,NY,private property,No,,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
1047,https://thejewishnews.com/2019/10/28/swastikas-found-in-west-bloomfield-linear-park/,2019-10-23,West Bloomfield,MI,park,No,,"West Bloomfield, MI","West Bloomfield, Town of Bloomfield, Waushara County, Wisconsin, United States of America","(44.2208134, -88.9717809)"
1048,http://nevadasagebrush.com/blog/2019/10/24/breaking-swastika-found-drawn-on-bathroom-stall-in-raggio-building/,2019-10-24,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1049,https://www.syracuse.com/crime/2019/10/someone-put-a-swastika-on-a-cortland-church.html,2019-10-25,Cortland,NY,religious institution,No,,"Cortland, NY","Cortland, Westchester County, New York, United States of America","(41.248774, -73.9086846461571)"
1050,https://www.masslive.com/police-fire/2019/10/smith-college-reacts-to-discovery-of-swastika-graffiti-in-multiple-locations-on-campus.html,2019-10-25,Northhampton,MA,college,No,,"Northhampton, MA","Northhampton Acres, Knox County, Tennessee, 37931, United States of America","(36.0017469, -84.0882473)"
1051,https://sacramento.cbslocal.com/2019/10/28/nazi-flag-hate-signs-department-of-corrections/,2019-10-25,Sacramento,CA,public facility,No,,"Sacramento, CA",,"(0, 0)"
1052,https://theswellesleyreport.com/2019/10/wellesley-schools-grapple-with-bathroom-swastika-athlete-called-racial-slur/,2019-10-25,Wellesley,MA,K-12,No,,"Wellesley, MA","Wellesley, Norfolk County, Massachusetts, United States of America","(42.2964859, -71.2925571)"
1053,https://turnto10.com/news/local/wheaton-college-investigating-incidents-involving-swastikas,2019-10-27,Norton,MA,college,No,,"Norton, MA","Norton, Bristol County, Massachusetts, 02766, United States of America","(41.9667666, -71.1869939)"
1054,https://www.unr.edu/bias-reporting/summary,2019-10-28,Reno,NV,college,No,Black American Community,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1055,https://www.ctinsider.com/news/thehour/article/Swastika-racial-slur-found-in-Norwalk-high-14580416.php,2019-10-29,Norwalk,CT,K-12,No,,"Norwalk, CT","Norwalk, Fairfield County, Connecticut, United States of America","(41.1175966, -73.4078968)"
1056,https://www.unr.edu/bias-reporting/summary,2019-10-29,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1057,https://www.unr.edu/bias-reporting/summary,2019-10-29,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1058,https://www.campusfairness.org/acf-statement-on-the-swastika-found-at-umass-amherst/,2019-10-30,Amherst,MA,college,No,,"Amherst, MA","Amherst, Hampshire, Massachusetts, United States of America","(42.3803676, -72.523143)"
1059,https://www.sentinelsource.com/news/local/signs-with-swastika-local-lawmakers-faces-has-state-democratic-party/article_fdced41b-2a78-554c-b627-9a5c3e7feb6a.html,2019-10-30,Concord,NH,public facility,No,,"Concord, NH","Concord, Merrimack County, New Hampshire, United States of America","(43.207178, -71.537476)"
1060,https://www.easthamptonstar.com/2019117/swastika-found-springs,2019-10-30,East Hampton ,NY,public space,No,,"East Hampton , NY","East Hampton, Suffolk County, New York, 11937, United States of America","(40.9637919, -72.1851729)"
1061,https://www.capitalgazette.com/education/ac-cn-south-river-20191031-dcetbmfckrax5ixjmjw4iminle-story.html,2019-10-31,Edgewater,MD,K-12,No,,"Edgewater, MD","Edgewater, Anne Arundel County, Maryland, United States of America","(38.9346773, -76.5532021)"
1062,https://www.lohud.com/story/news/crime/2019/10/31/swastika-ossining-high-school/4116910002/,2019-10-31,Ossining,NY,K-12,No,Black American Community,"Ossining, NY","Ossining, Town of Ossining, Westchester County, New York, 10562, United States of America","(41.1609095, -73.878161875857)"
1063,https://www.northjersey.com/story/news/passaic/ringwood/2019/11/01/swastikas-found-ringwood-nj-candidates-campaign-signs/4110337002/,2019-10-31,Ringwood,NJ,private property,No,Jewish Community,"Ringwood, NJ","Ringwood, Passaic County, New Jersey, 07456, United States of America","(41.113429, -74.2454254)"
1064,https://www.darientimes.com/news/article/After-middle-school-incidents-swastika-found-at-14815859.php,2019-11-01,Darian,CT,K-12,No,,"Darian, CT","Darian, 25, Strada Nicolae Cristea, Mărăști, Cluj-Napoca, Cluj, 400184, România","(46.7785124, 23.5997934)"
1065,https://www.stopantisemitism.org/antisemitic-incidents-19/swastika-graffiti-leads-to-hate-crime-charge-for-new-york-teen,2019-11-01,West Seneca,NY,community center,No,Jewish Community,"West Seneca, NY","West Seneca, Erie County, New York, United States of America","(42.83943505, -78.7465029066232)"
1066,https://www.startribune.com/police-juvenile-was-responsible-for-swastika-graffiti-on-edina-school-property/564517022/,2019-11-02,Edina,MN,K-12,No,,"Edina, MN","Edina, Hennepin County, Minnesota, United States of America","(44.8897027, -93.3501222)"
1067,https://www.nbcconnecticut.com/news/local/mother-wants-better-education-after-swastikas-found-at-glastonbury-school/2056740/,2019-11-04,Glastonbury,CT,K-12,No,,"Glastonbury, CT","Glastonbury, Hartford County, Connecticut, 06118, United States of America","(41.7123218, -72.608146)"
1068,https://www.montclairlocal.news/2019/11/13/threatening-graffiti-montclair-schools-nj/,2019-11-05,Montclair,NJ,K-12,No,,"Montclair, NJ","Montclair, Essex County, New Jersey, United States of America","(40.8259332, -74.2090344)"
1069,https://www.loudountimes.com/news/multiple-properties-south-of-purcellville-vandalized-with-offensive-imagery/article_21b1b5ee-00b5-11ea-8935-bf9f248f041f.html,2019-11-05,Purcellville,VA,public space,No,,"Purcellville, VA","Purcellville, Loudoun County, Virginia, 20134, United States of America","(39.1367717, -77.7147153)"
1070,https://www.cnn.com/2019/11/08/us/turtles-with-painted-shells-trnd/index.html,2019-11-05,Renton,WA,park,No,,"Renton, WA","Renton, King County, Washington, United States of America","(47.4799078, -122.2034496)"
1071,https://www.newsweek.com/nazi-group-posts-recruitment-flyers-swastikas-around-campus-arizona-state-university-1470258,2019-11-05,Tempe,AZ,college,No,,"Tempe, AZ","Tempe, Maricopa County, Arizona, 85004, United States of America","(33.4144139, -111.9094474)"
1072,https://turnto10.com/news/local/wheaton-college-investigating-incidents-involving-swastikas,2019-11-07,Norton,MA,college,No,Jewish Community,"Norton, MA","Norton, Bristol County, Massachusetts, 02766, United States of America","(41.9667666, -71.1869939)"
1073,https://www.abc15.com/news/region-phoenix-metro/north-phoenix/employees-concerned-after-swastika-appears-outside-of-valley-business,2019-11-07,Phoenix,AZ,public space,No,Jewish Community,"Phoenix, AZ","Phoenix, Maricopa County, Arizona, United States of America","(33.4485866, -112.0773456)"
1074,https://www.redandblack.com/uganews/clemson-student-drew-swastikas-in-russell-hall-uga-says/article_602571b0-1c91-11ea-ab8f-23857abb76b1.html,2019-11-09,Athens,GA,college,No,,"Athens, GA","Athens, Athens - Clarke County, Georgia, GA 30601, United States of America","(33.9550905, -83.3881868)"
1075,https://wsvn.com/news/local/several-swastikas-found-drawn-on-mailbox-in-front-of-miami-beach-home/,2019-11-13,Miami Beach,FL,private property,No,,"Miami Beach, FL","Miami Beach, Miami-Dade County, Florida, United States of America","(25.7881436, -80.1272705)"
1076,http://dailyorange.com/2019/11/swastika-drawn-snow-near-505-walnut/,2019-11-14,Syracuse ,NY,college,No,,"Syracuse , NY","Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244)"
1077,https://bethesdamagazine.com/bethesda-beat/schools/swastikas-found-drawn-in-b-cc-bathroom/,2019-11-15,Bethesda,MD,K-12,No,,"Bethesda, MD","Bethesda, Montgomery County, Maryland, 22814, United States of America","(38.9848265, -77.0946459)"
1078,https://www.easthamptonstar.com/police-courts/20191121/second-swastika-found,2019-11-15,East Hampton ,NY,park,No,,"East Hampton , NY","East Hampton, Suffolk County, New York, 11937, United States of America","(40.9637919, -72.1851729)"
1079,http://dailyorange.com/2019/11/racist-language-asian-people-found-haven-hall/,2019-11-16,Syracuse ,NY,college,No,,"Syracuse , NY","Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244)"
1080,https://patch.com/virginia/leesburg/swastika-vandalism-spreads-across-virginia-county,2019-11-18,Hamilton,VA,private property,No,,"Hamilton, VA","Hamilton, Loudoun County, Virginia, 20159, United States of America","(39.1342719, -77.662492)"
1081,https://patch.com/virginia/leesburg/swastika-vandalism-spreads-across-virginia-county,2019-11-18,Waterford,VA,public space,No,,"Waterford, VA","Waterford, Loudoun County, Virginia, 20197, United States of America","(39.188317, -77.6115402)"
1082,https://www.unr.edu/bias-reporting/summary,2019-11-19,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1083,https://www.iowastatedaily.com/news/buchanan-hall-iowa-state-ames-campus-discrimination-wendy-wintersteen-president-university-swastika-michael-newton-isupd-police-department-department-of-residence-dor-kirsten-hauge-director-support-meeting-impact-students-against-racism-climate-website/article_dabcb13a-0bf3-11ea-a7fc-d7516c72f221.html,2019-11-20,Ames,IA,college,No,,"Ames, IA","Ames, Story County, Iowa, United States of America","(42.0267703, -93.6170554)"
1084,https://thewilsonbeacon.com/15906/news/swastikas-found-in-bathrooms/,2019-11-20,Washington,DC,K-12,No,,"Washington, DC","Washington, District of Columbia, United States of America","(38.8949549, -77.0366456)"
1085,https://www.brooklynpaper.com/swastika-found-near-coney-island-jewish-community-center/,2019-11-21,Coney Island,NY,public space,No,Jewish Community,"Coney Island, NY","1208, Coney Island, Kings County, NYC, New York, 11224, United States of America","(40.575789, -73.985145)"
1086,https://talkofthesound.com/2019/12/10/four-more-swastikas-found-at-new-rochelle-high-school-19-and-counting/,2019-11-21,New Rochelle,NY,K-12,No,,"New Rochelle, NY","New Rochelle, Westchester County, New York, United States of America","(40.9115386, -73.7826363)"
1087,https://flhsnews.com/6584/news/swastika-found-in-francis-lewis-classroom/,2019-11-21,Queens,NY,K-12,No,,"Queens, NY","Queens County, NYC, New York, United States of America","(40.6524927, -73.7914214158161)"
1088,https://talkofthesound.com/2019/12/10/four-more-swastikas-found-at-new-rochelle-high-school-19-and-counting/,2019-11-22,New Rochelle,NY,K-12,No,,"New Rochelle, NY","New Rochelle, Westchester County, New York, United States of America","(40.9115386, -73.7826363)"
1089,https://www.13wmaz.com/article/news/local/georgia-college-students-react-to-swastika-drawings/93-b5d5e61b-f186-4d44-af53-5d796063cdd7,2019-11-23,Milledgeville,GA,college,No,Jewish Community,"Milledgeville, GA","Milledgeville, Baldwin County, Georgia, United States of America","(33.0801429, -83.2320991)"
1090,https://www.thesentinel.com/communities/montgomery/news/crime/swastika-drawn-on-student-desk-at-moco-middle-school/article_ee60f823-485d-5de2-969c-7a0efa0b0da7.html,2019-11-25,Kensington,MD,K-12,No,,"Kensington, MD","Kensington, Montgomery County, Maryland, 20895, United States of America","(39.0256717, -77.0763375)"
1091,https://wtop.com/montgomery-county/2019/11/montgomery-county-middle-school-reports-swastika-found-on-desk/,2019-11-26,Kensington,MD,K-12,No,,"Kensington, MD","Kensington, Montgomery County, Maryland, 20895, United States of America","(39.0256717, -77.0763375)"
1092,https://www.pressconnects.com/story/news/public-safety/2019/11/26/swastika-owego-new-york-vandalism-first-amendment/4311839002/,2019-11-26,Owego,NY,private property,No,,"Owego, NY","Owego, Tioga County, New York, 13827, United States of America","(42.1034075, -76.2621549)"
1093,https://whdh.com/news/police-investigating-after-swastika-found-painted-on-quincy-elementary-school/,2019-11-27,Quincy,MA,K-12,No,,"Quincy, MA","Quincy, Norfolk County, Massachusetts, United States of America","(42.2528772, -71.0022705)"
1094,https://wtop.com/dc/2019/12/man-arrested-after-historic-dc-synagogue-defaced-with-swastika/,2019-11-29,Washington,DC,religious institution,No,Jewish Community,"Washington, DC","Washington, District of Columbia, United States of America","(38.8949549, -77.0366456)"
1095,https://www.boston25news.com/news/wheaton-college-rocked-by-yet-another-swastika-norton-campus/YPOAZ4S6O5EHNCNSWTHKGFD6SQ/,2019-12-02,Norton,MA,college,No,,"Norton, MA","Norton, Bristol County, Massachusetts, 02766, United States of America","(41.9667666, -71.1869939)"
1096,https://www.unr.edu/bias-reporting/summary,2019-12-02,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1097,https://www.bostonglobe.com/metro/2016/12/08/swastika-graffiti-found-cambridge-rindge-and-latin-school/I27pgjGeHZNpzA0W6Kxz0L/story.html,2019-12-03,Cambridge ,MA,K-12,No,,"Cambridge , MA","Cambridge, Middlesex County, Massachusetts, United States of America","(42.3750997, -71.1056157)"
1098,http://longisland.news12.com/police-discover-swastika-in-welwyn-preserve-in-glen-cove-41413360,2019-12-03,Glen Cove,NY,park,No,Jewish Community,"Glen Cove, NY","Glen Cove, Nassau County, New York, United States of America","(40.862755, -73.6336094)"
1099,https://www.sacbee.com/news/california/article238042344.html,2019-12-03,Wrightwood,CA,private property,No,,"Wrightwood, CA","Wrightwood, Ross Street, Wrightwood, San Bernardino County, California, 92396, United States of America","(34.3583535, -117.627599839034)"
1100,https://www.idsnews.com/article/2019/12/theta-chi-fraternity-rock-vandalized-with-swastika,2019-12-05,Bloomington,IN,college,No,,"Bloomington, IN","Bloomington, Monroe County, Indiana, United States of America","(39.1670396, -86.5342881)"
1101,https://wchstv.com/news/local/marshall-students-react-after-swastikas-found-on-posters-at-academic-hall,2019-12-05,Huntington,WV,K-12,No,,"Huntington, WV","Huntington, Cabell County, West Virginia, United States of America","(38.4192496, -82.445154)"
1102,http://dailyorange.com/2019/12/suny-esf-finds-drawing-may-include-swastika/,2019-12-05,Syracuse ,NY,college,No,,"Syracuse , NY","Syracuse, Onondaga County, New York, United States of America","(43.0481221, -76.1474244)"
1103,https://www.unr.edu/bias-reporting/summary,2019-12-06,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1104,https://www.telegram.com/news/20191209/worcester-state-university-developing-cultural-diversity-program,2019-12-06,Worcester,MA,college,No,,"Worcester, MA","Worcester, Massachusetts, United States of America","(42.2625932, -71.8022934)"
1105,https://keyt.com/news/santa-maria-north-county/2019/12/19/community-members-condemn-hate-after-swastika-painting-found-at-santa-ynez-high-school/,2019-12-07,Santa Ynez,CA,K-12,No,,"Santa Ynez, CA","Santa Ynez, Stadium Place, Santa Ynez, Santa Barbara County, California, 93460, United States of America","(34.608637, -120.104677421497)"
1106,https://www.unr.edu/bias-reporting/summary,2019-12-09,Reno,NV,college,No,,"Reno, NV","Reno, Washoe County, Nevada, United States of America","(39.52927, -119.8136744)"
1107,https://www.telegram.com/news/20191211/second-swastika-graffiti-found-at-worcester-state-university,2019-12-09,Worcester,MA,college,No,,"Worcester, MA","Worcester, Massachusetts, United States of America","(42.2625932, -71.8022934)"
1108,https://www.usatoday.com/story/news/education/2019/12/11/nazi-swastika-flag-des-moines-morris-elementary-school-district-confederate/4396473002/,2019-12-10,Des Moines,IA,private property,No,,"Des Moines, IA","Des Moines, Polk County, Iowa, United States of America","(41.5910641, -93.6037149)"
1109,https://www.montclairlocal.news/2019/12/11/swastikas-montclair-high-school-nj/,2019-12-10,Montclair,NJ,K-12,No,,"Montclair, NJ","Montclair, Essex County, New Jersey, United States of America","(40.8259332, -74.2090344)"
1110,https://talkofthesound.com/2019/12/13/swastika-and-profanity-found-at-new-rochelle-middle-school-20-and-counting/,2019-12-10,New Rochelle,NY,K-12,No,,"New Rochelle, NY","New Rochelle, Westchester County, New York, United States of America","(40.9115386, -73.7826363)"
1111,https://thecoastnews.com/antisemitic-and-homophobic-vandalism-reported-at-san-dieguito-academy/,2019-12-11,Encinitas,CA,K-12,No,Jewish Community,"Encinitas, CA","Encinitas, San Diego County, California, United States of America","(33.0369867, -117.2919818)"
1112,https://www.idahostatesman.com/opinion/from-the-opinion-editor/article238325328.html,2019-12-13,Caldwell,ID,private property,No,,"Caldwell, ID","Caldwell, Canyon County, Idaho, United States of America","(43.6678736, -116.6894156)"
1113,https://www.universalhub.com/2019/swastikas-show-jamaica-plain,2019-12-16,Jamaica Plain,MA,private property,No,,"Jamaica Plain, MA","Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.3098201, -71.1203299)"
1114,https://www.wkbw.com/news/local-news/olean-military-recruitment-office-library-vandalized-with-swastikas,2019-12-16,Olean,NY,public facility,No,Non-White,"Olean, NY","Olean, Cattaraugus County, New York, 14760, United States of America","(42.077565, -78.4297419)"
1115,https://www.theguardian.com/music/2019/dec/27/tina-turner-mural-defaced-swastika-north-carolina,2019-12-23,Asheville,NC,local business,No,,"Asheville, NC","Asheville, Buncombe County, North Carolina, United States of America","(35.6009498, -82.5540161)"
1116,https://www.mlive.com/news/flint/2020/01/police-investigate-swastikas-racist-graffiti-on-state-land-near-holly.html,2019-12-28,Holly,MI,public space,No,,"Holly, MI","Holly, Oakland County, Michigan, 48442, United States of America","(42.7919727, -83.6277255)"
1117,https://www.nbcnewyork.com/news/local/crime-and-courts/man-uses-mta-posters-to-make-swastika-inside-busy-manhattan-subway-station/2259952/,2019-12-31,New York,NY,public transportation,No,,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
